Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross,Platform
Good Mourning,Movie,2022-05-20,5580.0,Comedy,,,3.1,2081,tt15331186,,21348.0,others
The Valet,Movie,2022-05-20,7440.0,Comedy,,62.0,6.7,14240,tt4081630,,,hulu
Emergency,Movie,2022-05-27,6300.0,Comedy,,73.0,6.2,8612,tt13650600,,,amazon
Top Gun: Maverick,Movie,2022-05-27,7800.0,Action,5.0,78.0,8.3,569194,tt1745960,170000000.0,1493491858.0,others
The Bob's Burgers Movie,Movie,2022-05-27,6120.0,Animation,,75.0,7.0,18979,tt7466442,38000000.0,34148750.0,others
Zero Contact,Movie,2022-05-27,5820.0,Thriller,,18.0,3.1,699,tt12359080,,,others
A Chiara,Movie,2021-10-07,7260.0,Drama,,75.0,6.8,1888,tt14324296,,585750.0,others
Hollywood Stargirl,Movie,2022-06-03,6300.0,Comedy,,66.0,5.8,1164,tt14109994,,,disney
Crimes of the Future,Movie,2022-06-03,6420.0,Drama,,67.0,5.9,33768,tt14549466,35000000.0,4551565.0,others
Benediction,Movie,2021-12-23,8220.0,Biography,,81.0,6.7,2784,tt6852178,,847418.0,others
Interceptor,Movie,2022-06-03,5940.0,Action,,51.0,4.6,25266,tt14174940,15000000.0,,netflix
Fire Island,Movie,2022-06-03,6300.0,Comedy,,72.0,6.7,11439,tt15218000,,,hulu
Watcher,Movie,2022-06-03,5760.0,Drama,,72.0,6.3,30881,tt12004038,,3199952.0,others
Hustle,Movie,2022-06-08,7020.0,Comedy,,68.0,7.3,129744,tt8009428,,,netflix
Jurassic World: Dominion,Movie,2022-06-10,8820.0,Action,,38.0,5.6,180094,tt8041270,165000000.0,1001978080.0,others
Lightyear,Movie,2022-08-03,6300.0,Animation,,60.0,6.1,112023,tt10298810,200000000.0,226425420.0,others
Spiderhead,Movie,2022-06-17,6360.0,Action,,54.0,5.4,60803,tt9783600,,,netflix
Cha Cha Real Smooth,Movie,2022-06-17,6420.0,Comedy,,69.0,7.3,21907,tt14376344,,,others
Mid-Century,Movie,2022-10-24,6300.0,Horror,,,3.3,846,tt6821198,,,others
Elvis,Movie,2022-06-24,9540.0,Biography,8.0,64.0,7.3,204348,tt3704428,85000000.0,288670284.0,others
The Black Phone,Movie,2022-06-24,6180.0,Horror,,65.0,6.9,162363,tt7144666,18000000.0,161440742.0,others
The Man from Toronto,Movie,2022-06-24,6600.0,Action,,34.0,5.8,52630,tt11671006,75000000.0,,others
The Sea Beast,Movie,2022-07-08,6900.0,Animation,1.0,74.0,7.0,51078,tt9288046,,,netflix
Marcel the Shell with Shoes On,Movie,2022-07-15,5400.0,Animation,1.0,80.0,7.7,17474,tt15339456,,6863933.0,others
Rise,Movie,2022-06-24,6780.0,Biography,,74.0,7.0,7298,tt11242162,,,disney
The Forgiven,Movie,2022-09-02,7020.0,Drama,,59.0,6.0,6191,tt3696180,,1371556.0,others
Mr. Malcolm's List,Movie,2022-07-01,7020.0,Comedy,,65.0,5.8,2966,tt12545566,,2024507.0,others
The Princess,Movie,2022-07-01,5640.0,Action,,43.0,5.6,14149,tt13406136,,41844.0,hulu
Hot Seat,Movie,2022-07-07,5940.0,Thriller,,,4.3,2711,tt15690300,,68798.0,others
Thor: Love and Thunder,Movie,2022-07-08,7080.0,Action,,57.0,6.2,356359,tt10648342,250000000.0,760928081.0,others
The Gray Man,Movie,2022-07-22,7320.0,Action,,49.0,6.5,213290,tt1649418,200000000.0,454023.0,netflix
Where the Crawdads Sing,Movie,2022-07-15,7500.0,Drama,,43.0,7.2,91285,tt9411972,24000000.0,140230760.0,others
Paws of Fury: The Legend of Hank,Movie,2022-07-15,5880.0,Animation,,45.0,5.7,5316,tt4428398,,42492752.0,others
Persuasion,Movie,2022-07-15,6480.0,Drama,,42.0,5.8,31609,tt13456318,,,netflix
Gone in the Night,Movie,2022-08-02,5400.0,Mystery,,52.0,4.9,4413,tt15426294,,266466.0,others
1UP,Movie,2022-07-15,6000.0,Comedy,,,3.3,1433,tt13487922,,2379.0,others
Wrong Place,Movie,2022-08-02,5760.0,Action,,,3.6,4040,tt15837458,,71362.0,others
Don't Make Me Go,Movie,2022-07-15,6540.0,Drama,,54.0,6.7,3342,tt2597804,,,amazon
Nope,Movie,2022-07-22,7800.0,Horror,,77.0,6.8,216475,tt10954984,68000000.0,171235592.0,others
Anything's Possible,Movie,2022-07-22,5760.0,Drama,,62.0,5.5,1395,tt11464446,,,amazon
DC League of Super-Pets,Movie,2022-07-29,6300.0,Animation,,56.0,7.2,68066,tt8912936,90000000.0,207457117.0,others
Thirteen Lives,Movie,2022-08-05,8820.0,Action,,66.0,7.8,59425,tt12262116,,,others
Vengeance,Movie,2022-07-29,6420.0,Comedy,,65.0,6.8,25716,tt11976532,,4370536.0,others
Sharp Stick,Movie,2022-11-28,5520.0,Comedy,,53.0,4.9,1540,tt14158346,,,others
Not Okay,Movie,2022-07-29,6000.0,Comedy,,62.0,6.1,16514,tt14814040,,,hulu
Paradise Highway,Movie,2022-07-29,6900.0,Thriller,,48.0,5.6,4657,tt7469828,6000000.0,222607.0,others
Honor Society,Movie,2022-07-29,5880.0,Comedy,,66.0,6.5,7406,tt16491324,20000000.0,,others
Bullet Train,Movie,2022-08-05,7620.0,Action,,49.0,7.3,339669,tt12593682,85900000.0,239268602.0,others
Luck,Movie,2022-08-05,6300.0,Animation,,48.0,6.4,22402,tt7214954,,,others
Easter Sunday,Movie,2022-08-05,5760.0,Comedy,,41.0,5.3,2277,tt11952606,,13074255.0,others
Bodies Bodies Bodies,Movie,2022-08-12,5640.0,Comedy,,69.0,6.2,46661,tt8110652,,13929670.0,others
They/Them,Movie,2022-08-05,6240.0,Horror,,46.0,3.8,9564,tt14502344,,,others
Secret Headquarters,Movie,2022-08-05,6240.0,Action,,47.0,5.1,6490,tt14001894,,,others
Day Shift,Movie,2022-08-12,6780.0,Action,,51.0,6.1,81755,tt13314558,100000000.0,,netflix
Fall,Movie,2022-08-12,6420.0,Thriller,,62.0,6.4,74955,tt15325794,3000000.0,17363261.0,others
Emily the Criminal,Movie,2022-08-12,5820.0,Crime,,75.0,6.7,40353,tt15255876,3000000.0,2157673.0,others
Beast,Movie,2022-04-13,9300.0,Action,,,5.2,34256,tt11301946,180.0,18911959.0,others
Orphan: First Kill,Movie,2022-08-19,5940.0,Crime,,54.0,5.9,37907,tt11851548,10000000.0,37083743.0,others
Spin Me Round,Movie,2022-08-19,6240.0,Comedy,,58.0,5.2,3836,tt14596320,,,others
Delia's Gone,Movie,2022-10-13,5400.0,Crime,,40.0,4.7,401,tt11513710,,,others
Three Thousand Years of Longing,Movie,2022-08-26,6480.0,Drama,,60.0,6.7,43152,tt9198364,60000000.0,20266532.0,others
Samaritan,Movie,2022-08-26,6120.0,Action,,45.0,5.7,49329,tt5500218,100000000.0,,amazon
Me Time,Movie,2022-08-26,6060.0,Comedy,,25.0,5.1,36189,tt14309446,80000000.0,,netflix
Breaking,Movie,2022-08-26,6180.0,Crime,,66.0,6.2,5653,tt12311620,,2806359.0,others
Honk for Jesus. Save Your Soul.,Movie,2022-09-02,6360.0,Comedy,,63.0,5.4,3642,tt12655436,,2561270.0,others
Wire Room,Movie,2022-09-23,5760.0,Action,,,3.6,1122,tt16527290,,,others
After Ever Happy,Movie,2022-09-07,5700.0,Drama,,,4.5,7255,tt13070038,,19155062.0,others
Barbarian,Movie,2022-09-09,6120.0,Horror,,78.0,7.0,143111,tt15791034,4500000.0,45352337.0,others
Lifemark,Movie,2022-09-09,7200.0,Drama,,,5.9,873,tt20864704,,5644998.0,others
Flight/Risk,Movie,2022-09-09,5880.0,Documentary,,,6.4,643,tt21293078,,,others
Clerks III,Movie,2022-09-16,6000.0,Comedy,,50.0,6.3,14394,tt11128440,7000000.0,4717597.0,others
The Woman King,Movie,2022-09-16,8100.0,Action,2.0,77.0,6.8,58123,tt8093700,50000000.0,97250903.0,others
See How They Run,Movie,2022-09-16,5880.0,Comedy,1.0,60.0,6.5,53372,tt13640696,40000000.0,21966634.0,others
Blonde,Movie,2022-09-28,10020.0,Biography,1.0,50.0,5.5,64686,tt1655389,22000000.0,,netflix
Pearl,Movie,2022-09-16,6180.0,Drama,,76.0,7.0,53133,tt18925334,,9744096.0,others
Do Revenge,Movie,2022-09-16,7080.0,Comedy,,66.0,6.3,42701,tt13327038,25000000.0,,netflix
The Silent Twins,Movie,2022-09-16,6780.0,Biography,,59.0,5.8,1649,tt11052678,,298207.0,others
"Confess, Fletch",Movie,2022-09-16,5880.0,Comedy,,64.0,6.5,12531,tt12718300,20000000.0,656613.0,others
God's Country,Movie,2022-09-16,6120.0,Thriller,,77.0,5.6,2885,tt11818818,,493679.0,others
Running the Bases,Movie,2022-09-16,7620.0,Drama,,,5.4,386,tt8110900,,1511980.0,others
Don't Worry Darling,Movie,2022-09-23,7380.0,Drama,,48.0,6.2,111332,tt10731256,20000000.0,87609403.0,others
Catherine Called Birdy,Movie,2022-10-07,6480.0,Adventure,,74.0,6.6,6348,tt11727866,,,others
Lou,Movie,2022-09-23,6420.0,Action,,51.0,6.1,28705,tt5315210,,43697.0,netflix
On the Come Up,Movie,2022-09-23,6960.0,Comedy,,52.0,5.6,601,tt9783730,,236153.0,others
A Jazzman's Blues,Movie,2022-09-23,7620.0,Drama,,62.0,6.7,3699,tt14307536,,,netflix
Smile,Movie,2022-09-30,6900.0,Horror,,68.0,6.5,119856,tt15474916,17000000.0,217408513.0,others
Bros,Movie,2022-09-30,6900.0,Comedy,,72.0,6.4,28505,tt9731598,22000000.0,14781779.0,others
Hocus Pocus 2,Movie,2022-09-30,6180.0,Comedy,,56.0,6.0,46880,tt11909878,,,disney
The Greatest Beer Run Ever,Movie,2022-09-30,7560.0,Adventure,,39.0,6.8,21160,tt10268488,40000000.0,,others
The Good House,Movie,2022-09-30,6240.0,Comedy,,62.0,6.4,1995,tt3104956,,2279914.0,others
Luckiest Girl Alive,Movie,2022-10-07,6780.0,Drama,,54.0,6.4,50121,tt4595186,,,netflix
God's Creatures,Movie,2022-09-30,6000.0,Drama,,69.0,5.9,1954,tt10375396,,175209.0,others
Dead for a Dollar,Movie,2022-09-30,6420.0,Thriller,,61.0,5.3,3924,tt14895206,,81403.0,others
My Best Friend's Exorcism,Movie,2022-09-30,5820.0,Comedy,,58.0,5.3,5129,tt7830806,,,amazon
Mr. Harrigan's Phone,Movie,2022-10-05,6240.0,Drama,,55.0,6.0,33315,tt12908110,,,netflix
Terrifier 2,Movie,2022-10-06,8280.0,Horror,,59.0,6.2,32431,tt10403420,250000.0,15065239.0,others
"Lyle, Lyle, Crocodile",Movie,2022-10-07,6360.0,Animation,,51.0,6.1,10613,tt14668630,50000000.0,104088441.0,others
Amsterdam,Movie,2022-10-07,8040.0,Comedy,1.0,48.0,6.1,73831,tt10304142,80000000.0,31245810.0,others
Tár,Movie,2022-10-28,9480.0,Drama,6.0,92.0,7.5,67400,tt14444726,25000000.0,26626792.0,others
The Redeem Team,Movie,2022-10-07,5820.0,Documentary,,76.0,7.4,9166,tt21837726,,,others
Halloween Ends,Movie,2022-10-14,6660.0,Horror,,47.0,5.0,59032,tt10665342,20000000.0,104186860.0,others
Till,Movie,2022-10-28,7800.0,Biography,1.0,79.0,7.1,9535,tt4960748,33000000.0,11232636.0,others
Rosaline,Movie,2022-10-14,5700.0,Comedy,,61.0,6.4,8403,tt1777606,,,hulu
All Quiet on the Western Front,Movie,2022-10-28,8880.0,Action,5.0,76.0,7.8,194661,tt1016150,,,netflix
Stars at Noon,Movie,2022-10-14,8100.0,Drama,,64.0,5.5,2339,tt10354106,,26146.0,others
The School for Good and Evil,Movie,2022-10-19,8820.0,Action,,30.0,5.8,30558,tt2935622,,,netflix
The Good Nurse,Movie,2022-10-26,7260.0,Biography,1.0,65.0,6.8,67044,tt4273800,,14943.0,netflix
V/H/S/99,Movie,2022-10-20,6540.0,Horror,,58.0,5.1,5591,tt21651560,,,others
Black Adam,Movie,2022-10-21,7500.0,Action,,41.0,6.3,239993,tt6443346,195000000.0,393252111.0,others
Ticket to Paradise,Movie,2022-10-21,6240.0,Comedy,,50.0,6.2,46584,tt14109724,60000000.0,168430007.0,others
Wendell & Wild,Movie,2022-10-28,6300.0,Animation,,69.0,6.4,10501,tt5181830,,,netflix
The Banshees of Inisherin,Movie,2022-11-04,6840.0,Comedy,9.0,87.0,7.7,195817,tt11813216,,49001733.0,others
My Policeman,Movie,2022-11-04,6780.0,Drama,,50.0,6.5,17857,tt13139228,,,amazon
Aftersun,Movie,2022-11-18,6120.0,Drama,1.0,95.0,7.7,57317,tt19770238,,8006126.0,others
Detective Knight: Rogue,Movie,2022-10-21,6300.0,Action,,,3.7,1297,tt21435436,,95244.0,others
The Return of Tanya Tucker: Featuring Brandi Carlile,Movie,2022-11-04,6480.0,Documentary,,74.0,7.3,129,tt17640752,,93275.0,others
Armageddon Time,Movie,2022-11-04,6840.0,Drama,,74.0,6.5,10974,tt10343028,15000000.0,6349400.0,others
Call Jane,Movie,2022-10-28,7260.0,Drama,,62.0,6.3,4061,tt7461272,,694787.0,others
Causeway,Movie,2022-11-04,5640.0,Drama,1.0,66.0,6.6,17771,tt10192406,,,others
Prey for the Devil,Movie,2022-10-28,5580.0,Horror,,38.0,5.2,11880,tt9271672,,44658929.0,others
Run Sweetheart Run,Movie,2022-10-28,6240.0,Horror,,51.0,5.5,5685,tt8656686,30000000.0,,amazon
The Wonder,Movie,2022-11-16,6480.0,Drama,1.0,71.0,6.6,35877,tt9288822,,,netflix
Enola Holmes 2,Movie,2022-11-04,7740.0,Action,,64.0,6.7,84110,tt14641788,,,others
My Father's Dragon,Movie,2022-11-11,5940.0,Animation,,74.0,6.5,2693,tt9288748,,,netflix
Weird: The Al Yankovic Story,Movie,2022-11-04,6480.0,Biography,1.0,70.0,7.0,28015,tt17076046,8000000.0,,others
The Estate,Movie,2022-11-24,5760.0,Comedy,,37.0,5.3,2690,tt16302202,,572062.0,others
The Minute You Wake up Dead,Movie,2022-12-13,5400.0,Thriller,,,4.3,1020,tt11833408,,,others
On the Line,Movie,2022-11-04,6240.0,Thriller,,,5.4,7129,tt14824590,,94950.0,others
Dear Zoe,Movie,2022-11-04,5640.0,Drama,,,5.6,807,tt1657865,,,others
Something in the Dirt,Movie,2022-11-22,6960.0,Comedy,,76.0,5.9,3623,tt14895716,,163688.0,others
Good Night Oppy,Movie,2022-11-23,6300.0,Documentary,,65.0,7.7,3396,tt14179942,,3663.0,others
Guillermo del Toro's Pinocchio,Movie,2022-12-09,7020.0,Animation,0.0,79.0,7.6,95287,tt1488589,35000000.0,109846.0,netflix
Falling for Christmas,Movie,2022-11-10,5580.0,Comedy,,40.0,5.2,24735,tt14715170,,,netflix
Black Panther: Wakanda Forever,Movie,2022-11-11,9660.0,Action,4.0,67.0,6.7,255838,tt9114286,250000000.0,859103923.0,others
The Fabelmans,Movie,2022-11-23,9060.0,Drama,7.0,84.0,7.6,83456,tt14208870,40000000.0,44747487.0,others
Spirited,Movie,2022-11-18,7620.0,Comedy,,55.0,6.6,41445,tt10999120,100000000.0,,others
Is That Black Enough for You?!?,Movie,2022-11-11,8100.0,Documentary,,83.0,7.3,1112,tt21438352,,,others
A Christmas Story Christmas,Movie,2022-11-17,5880.0,Comedy,,55.0,6.7,15833,tt17220704,,,others
She Said,Movie,2022-11-18,7740.0,Drama,2.0,74.0,7.2,25556,tt14807308,32000000.0,13913069.0,others
The Menu,Movie,2022-11-18,6420.0,Comedy,,71.0,7.2,292918,tt9764362,35000000.0,79628200.0,others
Disenchanted,Movie,2022-11-18,7140.0,Animation,,50.0,5.6,22420,tt1596342,,,disney
Slumberland,Movie,2022-11-18,7020.0,Adventure,,40.0,6.7,25289,tt13320662,150000000.0,,netflix
Bones and All,Movie,2022-11-23,7860.0,Drama,,74.0,6.8,38924,tt10168670,16000000.0,15134907.0,others
The Inspection,Movie,2022-12-02,5700.0,Drama,,73.0,6.8,2530,tt13495458,,547631.0,others
Scrooge: A Christmas Carol,Movie,2022-12-02,5760.0,Animation,,46.0,6.2,6153,tt20917338,,,netflix
Lamborghini: The Man Behind the Legend,Movie,2022-11-18,5820.0,Biography,,,5.3,6051,tt5533370,,1709686.0,others
The People We Hate at the Wedding,Movie,2022-11-18,5940.0,Comedy,,42.0,5.8,8700,tt9071456,,,amazon
Prancer: A Christmas Tale,Movie,2022-11-22,6120.0,Drama,,,6.0,267,tt14668196,,,others
Strange World,Movie,2022-11-23,6120.0,Animation,,65.0,5.6,38238,tt10298840,120000000.0,73621640.0,others
Devotion,Movie,2022-11-23,8340.0,Action,,66.0,6.6,20015,tt7693316,90000000.0,21754392.0,others
Nanny,Movie,2022-12-16,5940.0,Drama,,72.0,5.3,6305,tt10931784,,,amazon
Holiday Harmony,Movie,2022-11-24,6600.0,Comedy,,,6.2,1032,tt22814692,3000000.0,,others
The Noel Diary,Movie,2022-11-24,5940.0,Comedy,,63.0,6.1,15878,tt13007592,,,netflix
Violent Night,Movie,2022-12-02,6720.0,Action,,55.0,6.7,68583,tt12003946,20000000.0,76004430.0,others
Emancipation,Movie,2022-12-09,7920.0,Action,,53.0,6.1,22438,tt12530246,120000000.0,,others
Spoiler Alert,Movie,2022-12-09,6720.0,Comedy,,61.0,7.3,3807,tt7775720,,1384003.0,others
Darby and the Dead,Movie,2022-12-02,6000.0,Comedy,,51.0,5.6,1282,tt15745226,,,hulu
Lady Chatterley's Lover,Movie,2022-12-02,7560.0,Drama,,67.0,6.6,18037,tt14369780,,,netflix
The Eternal Daughter,Movie,2022-12-02,5760.0,Drama,,80.0,6.0,3417,tt13874422,,141721.0,others
Empire of Light,Movie,2022-12-09,6900.0,Drama,1.0,54.0,6.6,15709,tt14402146,,10397156.0,others
The Whale,Movie,2022-12-21,7020.0,Drama,1.0,60.0,7.7,127099,tt13833688,10000000.0,55101305.0,others
Detective Knight: Redemption,Movie,2022-12-09,5820.0,Action,,,4.0,1056,tt22394694,,192939.0,others
The Mean One,Movie,2022-12-09,5580.0,Comedy,,29.0,3.9,444,tt20853816,,612260.0,others
5000 Blankets,Movie,2022-12-12,6300.0,Drama,,,5.8,219,tt11364996,,,others
Avatar: The Way of Water,Movie,2022-12-16,11520.0,Action,3.0,67.0,7.7,355332,tt1630029,350000000.0,2315057233.0,others
Puss in Boots: The Last Wish,Movie,2022-12-21,6120.0,Animation,1.0,73.0,7.9,117294,tt3915174,90000000.0,480003365.0,others
Wildcat,Movie,2022-12-30,6360.0,Documentary,,71.0,7.8,2605,tt13622204,,,others
Babylon,Movie,2022-12-23,11340.0,Comedy,3.0,60.0,7.2,107214,tt10640346,78000000.0,63377624.0,others
Whitney Houston: I Wanna Dance with Somebody,Movie,2022-12-23,8640.0,Biography,,51.0,6.6,13210,tt12193804,45000000.0,56708080.0,others
